date,epsActual,epsEstimate,hour,quarter,revenueActual,revenueEstimate,symbol,year
2026-04-02,,,,4,,,HGAS,2025
2026-04-02,,,,4,,,EUSP,2025
2026-04-02,,,,4,,,QH,2025
2026-04-02,,,,2,,,JQC,2026
2026-04-02,,,amc,4,,,HTOO,2025
2026-04-02,,-16.32,amc,4,,9996000.0,SONX,2025
2026-04-02,4.14,4.0387,bmo,2,1055700000.0,1093591468.0,AYI,2026
2026-04-02,,,,4,,,EAXR,2025
2026-04-02,,,,4,,,SSEA,2025
2026-04-02,,,,2,,,EACO,2026
2026-04-03,0.77,0.6324,dmh,4,86476000.0,86149200.0,RCMT,2025
2026-04-03,,,,4,,,GMER,2025
2026-04-03,,,,2,,,BLE,2026
2026-04-03,,,,2,,,MYN,2026
2026-04-03,,,,4,,,ZCMD,2025
2026-04-03,,,,2,,,DSY,2026
2026-04-03,,,,4,,,MKDW,2026
2026-04-03,,,,4,,,MCBK,2025
2026-04-03,,,,1,,,TCBC,2026
2026-04-03,-0.54,-0.2754,dmh,4,8577000.0,10200000.0,SBFM,2025
2026-04-06,,,,4,,,ATAO,2025
2026-04-06,,,,4,,,HBSI,2025
2026-04-06,,-2.754,,4,,1584060.0,BIAF,2025
2026-04-06,,-1.4688,amc,4,,,KALA,2025
2026-04-06,,,,4,,,WDRP,2025
2026-04-06,,,,4,,,ATVK,2025
2026-04-06,,,,4,,,CDT,2025
2026-04-06,,,,4,,,EP,2025
2026-04-06,,,,4,,,POLA,2025
2026-04-06,,,,4,,,CENN,2025
2026-04-06,,,,4,,,SMEV,2025
2026-04-06,,-2.3052,amc,4,,16321020.0,VERO,2025
2026-04-06,,,,4,,,TULP,2025
2026-04-06,,,,4,,,DXYN,2025
2026-04-06,,,,2,,,BFK,2026
2026-04-06,,,,4,,,INVU,2025
2026-04-06,,,,2,,,BNY,2026
2026-04-06,,,,4,,,MTEK,2025
2026-04-06,,,,2,,,MIY,2026
2026-04-06,,0.3859,,1,,127780500.0,MIAX,2026
2026-04-06,,,,2,,,MPA,2026
2026-04-06,,,,2,,,MQT,2026
2026-04-06,-0.89,-0.2306,amc,4,84216000.0,106641000.0,IQST,2025
2026-04-06,,,,2,,,MUC,2026
2026-04-06,,,,2,,,MYI,2026
2026-04-06,,,,2,,,MYD,2026
2026-04-06,,,,4,,,RHE,2025
2026-04-06,,0.5782,bmo,2,,39278198050.0,WBA,2026
2026-04-06,,,,2,,,MHD,2026
2026-04-06,,,,2,,,MUA,2026
2026-04-06,,,,2,,,MVT,2026
2026-04-06,,,,2,,,BTT,2026
2026-04-06,,,,4,,,CHKR,2025
2026-04-06,-0.02,,amc,4,46570000.0,,SMXT,2025
2026-04-06,,0.5304,bmo,4,,,SWKH,2025
2026-04-06,,,,4,,,MYND,2025
2026-04-07,,,,4,,,NNNN,2025
2026-04-07,-0.32,-0.4998,amc,4,1168000.0,1674840.0,XELB,2025
2026-04-07,-0.05,-0.0714,amc,3,10313000.0,11062410.0,AEHR,2026
2026-04-07,-0.29,-0.0556,amc,4,0.0,0.0,NBP,2025
2026-04-07,-0.14,-0.1598,amc,2,80018000.0,79140270.0,KRUS,2026
2026-04-07,,,,4,,,DBGI,2025
2026-04-07,,,,4,,,KXIN,2025
2026-04-07,,,,3,,,LDXC,2026
2026-04-07,,,,2,,,MUE,2026
2026-04-07,0.47,0.8316,amc,2,587500000.0,670308386.0,GBX,2026
2026-04-07,,,,4,,,MCDIF,2025
2026-04-07,0.42,0.3762,amc,1,1742500000.0,1680730795.0,LEVI,2026
2026-04-07,0.58,0.3502,amc,2,222461000.0,224627460.0,PXED,2026
2026-04-07,1.26,1.2995,amc,4,130653000.0,132753000.0,SKIL,2026
2026-04-07,,-0.1134,,1,,46430981.0,PACB,2027
2026-04-07,,,,4,,,PNBI,2025
2026-04-07,,,,2,,,IMTE,2026
2026-04-07,0.0,0.0,dmh,4,5345000.0,5120400.0,QMCI,2025
2026-04-07,,,,4,,,ACCR,2025
2026-04-07,,0.102,amc,4,,58140000.0,CMBM,2025
2026-04-08,-0.4,-0.1071,amc,3,126637000.0,78092872.0,APLD,2026
2026-04-08,,,,4,,,AMIH,2025
2026-04-08,0.57,0.3564,bmo,3,1607949000.0,1561637143.0,RPM,2026
2026-04-08,-6.95,,bmo,4,53050000.0,,BBGI,2025
2026-04-08,,,,4,,,VSTD,2025
2026-04-08,,,,1,,,GLCP,2026
2026-04-08,-0.09,-0.1077,amc,3,107930000.0,109282000.0,RGP,2026
2026-04-08,,,,4,,,BUDZ,2025
2026-04-08,,-2.856,,4,,3060000.0,RVYL,2025
2026-04-08,,,,4,,,MOBQ,2025
2026-04-08,-0.18,-0.0204,amc,4,18456000.0,20043000.0,GAME,2025
2026-04-08,,,,3,,,CIPI,2025
2026-04-08,,,,3,,,AXIL,2026
2026-04-08,0.05,,amc,2,5170000.0,,PCYO,2026
2026-04-08,-0.79,-0.7694,bmo,1,6252000.0,15992406.0,NRIX,2026
2026-04-08,,,,4,,,FIEE,2025
2026-04-08,,1.8002,bmo,1,,2914077381.0,HES,2026
2026-04-08,,-0.2244,,3,,31964760.0,LFCR,2026
2026-04-08,,,,3,,,CYDY,2026
2026-04-08,-0.73,-0.1275,amc,4,5629000.0,6581040.0,PPSI,2025
2026-04-08,1.62,1.5759,amc,2,1495528000.0,1504623420.0,PSMT,2026
2026-04-08,,,,4,,,ALCY,2025
2026-04-08,0.07,0.0459,amc,3,55472000.0,54187500.0,RELL,2026
2026-04-08,,,,4,,,EQS,2025
2026-04-08,,,,4,,,FOTB,2025
2026-04-08,1.9,1.7355,amc,4,1920200000.0,1900632140.0,STZ,2026
2026-04-08,,,,4,,,HSPT,2025
2026-04-08,,,,4,,,SPPL,2025
2026-04-08,,,,1,,,NXGL,2026
2026-04-08,,0.0544,amc,4,,44778000.0,CVAC,2025
2026-04-08,,,,4,,,VKSC,2025
2026-04-08,0.64,0.5783,bmo,1,14200000000.0,14152226928.0,DAL,2026
2026-04-08,,,,4,,,HBUV,2025
2026-04-09,0.01,0.0204,bmo,2,21996000.0,21522000.0,NTIC,2026
2026-04-09,,,,1,,,HIFS,2026
2026-04-09,1.5,1.4535,amc,2,161671000.0,157518600.0,WDFC,2026
2026-04-09,0.09,0.0587,bmo,3,211200000.0,208581840.0,NEOG,2026
2026-04-09,0.22,0.1995,amc,2,24291000.0,21881650.0,SLP,2026
2026-04-09,,,,1,,,ARTW,2026
2026-04-09,,,,4,,,MTBLY,2025
2026-04-09,,0.7663,,2,,176599485.0,WAFD,2026
2026-04-09,,,,1,,,BABB,2026
2026-04-09,0.45,0.4026,bmo,2,326013000.0,352506186.0,SMPL,2026
2026-04-09,,,,4,,,IXAQF,2025
2026-04-09,,,amc,4,,,EICCF,2025
2026-04-09,-0.29,-0.3838,amc,4,30469000.0,35852475.0,FGI,2025
2026-04-09,-0.07,-0.2015,amc,4,9049000.0,7851450.0,BEEM,2025
2026-04-09,,,,4,,,NIE,2026
2026-04-09,,,,1,,,PBNC,2026
2026-04-09,,,,4,,,AIO,2026
2026-04-09,-0.01,,,2,0.0,,WNDW,2026
2026-04-09,,-2.2746,,2,,1020000.0,VMAR,2026
2026-04-09,,,,4,,,YI,2025
2026-04-10,,0.2193,amc,4,,43882440.0,SNCR,2025
2026-04-10,,,,4,,,PGOL,2025
2026-04-10,,,,4,,,TREP,2025
2026-04-10,,,,1,,,GDC,2026
2026-04-10,-7.1,-1.9258,amc,4,0.0,0.0,QNCX,2025
2026-04-10,,,,1,,,CHBH,2026
2026-04-10,,,,4,,,BLNC,2025
2026-04-10,,,,4,,,LOT,2025
2026-04-10,,,,4,,,SHMN,2025
2026-04-10,,,,1,,,AMBK,2026
2026-04-10,,,,2,,,EVOH,2026
2026-04-10,,,,1,,,BKHA,2026
2026-04-10,,,,1,,,GSTX,2026
2026-04-10,-0.75,-0.1292,amc,4,16659000.0,2578896.0,ASPI,2025
2026-04-10,,,,4,,,ITP,2025
2026-04-10,,,,4,,,IGTA,2025
2026-04-10,,,,1,,,CNBB,2026
2026-04-10,,,,4,,,SVII,2025
2026-04-10,,,,2,,,ARQQ,2026
2026-04-10,-2.21,-0.4794,bmo,4,4793000.0,12342000.0,SCLX,2025
2026-04-10,,,,4,,,AHNR,2025
2026-04-10,-1.86,-0.9792,amc,4,329233000.0,365435400.0,PLCE,2026
2026-04-10,,,,4,,,AAPI,2025
2026-04-10,,,,2,,,EVOH,2025
2026-04-10,,,,4,,,GURE,2025
2026-04-10,,,,4,,,WDDD,2025
2026-04-10,,,,4,,,BWMG,2025
2026-04-10,,,,4,,,SOBR,2025
2026-04-10,,,,4,,,QCLS,2025
2026-04-10,0.88,,amc,1,6990000.0,,FBSI,2026
2026-04-13,,,,2,,,RJDG,2026
2026-04-13,,,,4,,,DTCX,2025
2026-04-13,-0.04,,amc,4,37540000.0,,ALOT,2026
2026-04-13,,,,2,,,MIMI,2026
2026-04-13,,,,4,,,FTFT,2025
2026-04-13,,,,4,,,FCHS,2025
2026-04-13,,,,3,,,CNXX,2025
2026-04-13,,,,4,,,PNBK,2025
2026-04-13,,,,4,,,ATPC,2025
2026-04-13,,-0.6528,amc,4,,3770940.0,OTRK,2025
2026-04-13,,,,4,,,DMAA,2025
2026-04-13,-0.06,-0.0969,dmh,2,20000.0,51000.0,LEXX,2026
2026-04-13,,,,4,,,TOFB,2025
2026-04-13,-12.02,-5.967,bmo,4,890000.0,4269720.0,KUST,2025
2026-04-13,,,,3,,,STME,2026
2026-04-13,,,amc,4,,,OMQS,2025
2026-04-13,,,,4,,,AXIM,2025
2026-04-13,-0.44,,amc,3,990000.0,,BMRA,2026
2026-04-13,,0.0707,,1,,12757815.0,FSI,2026
2026-04-13,,-0.2958,,1,,80355600.0,MKTW,2026
2026-04-13,,0.0,bmo,4,131454000.0,183804000.0,SIFY,2026
2026-04-13,,-0.3611,,4,,30192000.0,VIRC,2026
2026-04-13,,,,3,,,CLSH,2026
2026-04-13,,0.0204,,4,,6879900.0,SMLR,2026
2026-04-13,,,,4,,,PCOK,2025
2026-04-13,,-0.0612,,4,,24093420.0,NXXT,2025
2026-04-13,,,,4,,,YHGJ,2025
2026-04-13,,-0.3434,,4,24915000.0,19967195.0,MRT,2025
2026-04-13,,,amc,4,,,ABVC,2025
2026-04-13,,,,4,,,COSG,2025
2026-04-13,,,,1,,,FGFH,2026
2026-04-13,1.12,1.1253,amc,1,172340000.0,178407410.0,FBK,2026
2026-04-13,,,,4,,,AITX,2026
2026-04-13,0.3,0.3054,bmo,1,2201700000.0,2242792870.0,FAST,2026
2026-04-13,-10.74,-7.4052,amc,4,26634000.0,24476940.0,BOXL,2025
2026-04-13,-0.67,-0.7828,amc,4,404442000.0,,NFE,2025
2026-04-13,17.55,16.9874,bmo,1,17227000000.0,17479183728.0,GS,2026
2026-04-13,,0.2652,bmo,4,,17340000.0,IVDA,2025
2026-04-13,,,,1,,,FTFI,2026
2026-04-13,,,,1,,,PUBC,2026
2026-04-13,,,,4,,,CHEV,2025
2026-04-13,,,,4,,,GOAI,2025
2026-04-13,,,,1,,,UNTN,2026
2026-04-13,,,,4,,,ATMC,2025
2026-04-13,,,,4,,,SUNE,2025
2026-04-13,,-0.1836,,4,,15933420.0,ALTS,2025
2026-04-13,,,,4,,,OCLN,2025
2026-04-13,,,,4,,,FAAS,2025
2026-04-13,,0.0204,amc,4,,87822000.0,ADSE,2025
2026-04-13,,,,4,,,ECIA,2026
2026-04-13,-2.34,,amc,4,2490000.0,,EVTV,2025
2026-04-13,,,,2,,,JCTC,2026
2026-04-13,,,,4,,,SSII,2025
2026-04-13,,,,4,,,CNFN,2025
2026-04-13,,,,4,,,FMTO,2025
2026-04-13,0.02,-0.0143,dmh,4,8369000.0,10528440.0,KOPN,2025
2026-04-13,,,,1,,,HRBR,2025
2026-04-13,,,,4,,,AAME,2025
2026-04-13,,,,4,,,SINC,2025
2026-04-14,-0.16,-0.0915,bmo,3,0.0,0.0,HOVR,2026
2026-04-14,1.6,1.5985,bmo,1,21446000000.0,22015411370.0,WFC,2026
2026-04-14,3.06,2.7008,bmo,1,24633000000.0,24019502497.0,C,2026
2026-04-14,,-0.1214,amc,4,,82227300.0,TSPH,2025
2026-04-14,,-0.3468,,4,,14790000.0,XTIA,2025
2026-04-14,,,,4,,,ACUT,2025
2026-04-14,-2.317406,,bmo,4,300649349.0,,THCH,2025
2026-04-14,2.7,2.6914,bmo,1,24062000000.0,23865847398.0,JNJ,2026
2026-04-14,0.01,-0.0306,amc,1,7683000.0,7888680.0,CCEL,2026
2026-04-14,,,,1,,,MOJO,2026
2026-04-14,-0.6,-0.4616,amc,4,33633000.0,32197146.0,GLOO,2026
2026-04-14,-0.21,-0.0714,bmo,4,23921000.0,22707750.0,CREX,2025
2026-04-14,0.34,0.2316,bmo,4,5945960000.0,5758990790.0,KMX,2026
2026-04-14,0.06,,amc,1,0.0,,LEGT,2026
2026-04-14,,,,3,,,FRMO,2026
2026-04-14,,,,2,,,CNBX,2026
2026-04-14,,,,4,,,BRVO,2025
2026-04-14,1.4,1.3923,bmo,1,32047000.0,34263840.0,UNTY,2026
2026-04-14,5.94,5.5024,bmo,1,50536000000.0,49660708180.0,JPM,2026
2026-04-14,0.48,0.435,bmo,4,20252200000.0,20672436923.0,ACI,2026
2026-04-14,1.32,1.1914,amc,1,83150000.0,84150000.0,EQBK,2026
2026-04-14,-0.07,,bmo,2,1060000.0,,LEDS,2026
2026-04-14,12.53,11.6529,bmo,1,6698000000.0,6528034909.0,BLK,2026
2026-04-14,,-0.0408,,1,,1723800.0,TOMZ,2026
2026-04-14,,1.2883,,1,,27846000.0,CRSB,2026
2026-04-14,,,,4,,,PFSA,2025
2026-04-14,0.43,,bmo,1,7000000.0,,CIBH,2026
2026-04-14,0.43,-0.102,bmo,4,325000.0,408000.0,DTST,2025
2026-04-14,-0.67,-0.1632,amc,4,16186000.0,21579630.0,SURG,2025
2026-04-14,,-1.428,,4,,0.0,BNAI,2025
2026-04-14,,,,4,,,DPLS,2025
2026-04-14,,,,2,,,ENRT,2026
2026-04-14,,,,4,,,KLIB,2025
2026-04-14,1.25,1.0329,bmo,1,26158000.0,24062310.0,BSVN,2026
2026-04-14,-0.03,,amc,4,6960000.0,,STCB,2025
2026-04-14,-0.01,,bmo,1,8189999.0,,SPRS,2026
2026-04-14,,,,4,,,NCL,2025
2026-04-14,,,,1,,,ACZT,2026
2026-04-14,,,,2,,,TMRC,2026
2026-04-14,0.05,0.0391,amc,4,53987000.0,53675286.0,MAMA,2026
2026-04-14,,,,4,,,BLUW,2025
2026-04-14,0.03,0.0,amc,2,11041000.0,18768000.0,BMNR,2026
2026-04-14,0.36,,bmo,1,6280000.0,,BKSC,2026
2026-04-14,-0.07,0.0354,amc,2,34072000.0,26695986.0,TRX,2026
2026-04-14,-0.03,,bmo,2,1000000.0,,DSNY,2026
2026-04-14,-51.77,-0.0408,amc,4,4716000.0,2009400.0,IPST,2025
2026-04-14,,,,4,,,ILLR,2025
2026-04-14,,1.3384,,1,,611994683.0,SNV,2026
2026-04-14,-0.78,,amc,4,33630000.0,,GLOO,2025
2026-04-15,,,,1,,,NFTM,2026
2026-04-15,,-3.1916,amc,4,,139885000.0,FAT,2025
2026-04-15,,,,4,,,SPND,2025
2026-04-15,-0.03,,,4,0.0,,CPMV,2025
2026-04-15,,,,4,,,NNAX,2025
2026-04-15,,-0.4545,,4,,1242300.0,YHC,2025
2026-04-15,,,,1,,,HBSI,2026
2026-04-15,0.0,,,4,0.0,,BFNH,2025
2026-04-15,,,,3,,,WOLV,2026
2026-04-15,,,,4,,,PNRG,2025
2026-04-15,,,,2,,,BTOG,2026
2026-04-15,,,,4,,,PMDI,2025
2026-04-15,,,,4,,,PXHI,2025
2026-04-15,,,,4,,,IGPK,2025
2026-04-15,,,,1,,,ATLO,2026
2026-04-15,,,,4,,,VSME,2025
2026-04-15,,,,4,,,PKTX,2025
2026-04-15,,-0.1224,amc,4,,0.0,CARM,2025
2026-04-15,,-0.051,,3,,8382360.0,CRGO,2026
2026-04-15,,,,4,,,AHRO,2025
2026-04-15,,,,4,,,VIVK,2025
2026-04-15,,,,2,,,FTRS,2025
2026-04-15,,,,4,,,MCCK,2025
2026-04-15,,,,4,,,DHCC,2025
2026-04-15,,,,4,,,MITI,2025
2026-04-15,,,amc,4,,,GRDX,2025
2026-04-15,4.18,4.0488,bmo,1,2441000000.0,2455861793.0,MTB,2026
2026-04-15,,,amc,4,,,OLOX,2025
2026-04-15,,-0.408,amc,4,,0.0,BPTH,2025
2026-04-15,,,,1,,,UBOH,2026
2026-04-15,,,,3,,,TIKK,2026
2026-04-15,,,,4,,,BRGX,2025
2026-04-15,,,,4,,,AFJK,2025
2026-04-15,,,,4,,,WHEN,2025
2026-04-15,,,,4,,,VYST,2025
2026-04-15,0.6,0.6035,amc,1,266709999.0,278605421.0,HOMB,2026
2026-04-15,,,,4,,,AIMAU,2025
2026-04-15,-0.71,-1.2485,amc,4,0.0,0.0,TRAW,2025
2026-04-15,,,,4,,,RDGA,2025
2026-04-15,,,,4,,,PWCO,2025
2026-04-15,,0.0102,,4,,68544000.0,WBUY,2025
2026-04-15,,,,4,,,MKDW,2025
2026-04-15,,,,4,,,WHLM,2025
2026-04-15,,,,4,,,VEEA,2025
2026-04-15,,,,4,,,WELNF,2025
2026-04-15,,,,4,,,IFBD,2025
2026-04-15,,,,4,,,JF,2025
2026-04-15,,,,4,,,GPUS,2025
2026-04-15,,,,4,,,USDP,2025
2026-04-15,,,,4,,,YYGH,2025
2026-04-15,,,,4,,,GRAF,2025
2026-04-15,,,,4,,,CFOO,2025
2026-04-15,,,,4,,,SBOX,2025
2026-04-15,,,,4,,,BYSD,2025
2026-04-15,,,,4,,,CATV,2025
2026-04-15,,-0.612,amc,4,,,CLSD,2025
2026-04-15,,,,4,,,MJNA,2025
2026-04-15,,-0.9078,amc,4,,9240180.0,LFLY,2025
2026-04-15,,,,4,,,DREM,2025
2026-04-15,,,,4,,,SLAMF,2025
2026-04-15,,,bmo,4,,,KITT,2025
2026-04-15,,-0.1224,,4,,5814000.0,ZENA,2025
2026-04-15,,,,4,,,MFON,2025
2026-04-15,,,,4,,,MSPR,2025
2026-04-15,0.0,,bmo,4,0.0,,GTCH,2025
2026-04-15,,,,4,,,TAIT,2025
2026-04-15,-0.06,-0.1326,bmo,4,20000.0,0.0,ARAI,2025
2026-04-15,,,,1,,,ENBP,2026
2026-04-15,,,,4,,,CFTN,2025
2026-04-15,,0.0204,amc,4,,3876000.0,WINT,2025
2026-04-15,,,,4,,,FNFI,2025
2026-04-15,,,,1,,,NIDB,2026
2026-04-15,,,,4,,,NIHK,2025
2026-04-15,,,,4,,,FEED,2025
2026-04-15,,,,1,,,KISB,2026
2026-04-15,,,,1,,,IRIDQ,2026
2026-04-15,,-0.7038,amc,4,,220768800.0,SDOT,2025
2026-04-15,,-0.1173,amc,4,,0.0,APLT,2025
2026-04-15,,,,4,,,JTBK,2025
2026-04-15,,-0.2958,,4,,95880.0,ZIVO,2025
2026-04-15,,,,4,,,CSTAF,2025
2026-04-15,,,,4,,,WYTC,2025
2026-04-15,1.49,1.47,amc,1,3056490000.0,2998393856.0,JBHT,2026
2026-04-15,,,,4,,,FAVO,2025
2026-04-15,-0.03,0.3162,amc,4,9800000.0,14943000.0,MIND,2026
2026-04-15,4.32,4.0958,bmo,1,6194000000.0,6304734221.0,PNC,2026
2026-04-15,-0.03,,,4,0.0,,RMHI,2025
2026-04-15,,,,4,,,MCOM,2025
2026-04-15,,,,2,,,CHSCP,2026
2026-04-15,,,,4,,,KUBR,2025
2026-04-15,,,,4,,,SNNF,2025
2026-04-15,,,,4,,,AQUC,2025
2026-04-15,,,,4,,,LGCL,2025
2026-04-15,,-0.3264,,4,,0.0,GLSI,2025
2026-04-15,,,,4,,,TC,2025
2026-04-15,,,,4,,,RMSL,2025
2026-04-15,,,,4,,,BLPG,2025
2026-04-15,,-1.5504,bmo,4,,4182000.0,CHAI,2025
2026-04-15,,,,4,,,KTEL,2025
2026-04-15,,,,1,,,HLFN,2026
2026-04-15,0.0,,amc,4,670000.0,,NWBO,2025
2026-04-15,,-0.2652,amc,4,,0.0,IOBT,2025
2026-04-15,,,,1,,,MPCB,2026
2026-04-15,,,,4,,,ORBS,2025
2026-04-15,,,,4,,,PMIR,2025
2026-04-15,1.58,1.3158,amc,1,55360000.0,48880440.0,GSBC,2026
2026-04-15,,,,4,,,OZSC,2025
2026-04-15,,,,3,,,LQWC,2025
2026-04-15,3.43,3.0922,bmo,1,20580000000.0,20316212267.0,MS,2026
2026-04-15,,,,4,,,FDCT,2025
2026-04-15,0.0,,bmo,4,0.0,,BYOC,2025
2026-04-15,,,,1,,,UBFO,2026
2026-04-15,,,,4,,,ASFT,2025
2026-04-15,,-2.0196,,1,,5100000.0,SANW,2026
2026-04-15,,,,1,,,MLEC,2026
2026-04-15,,,,4,,,FGNV,2025
2026-04-15,,,,4,,,RBTK,2025
2026-04-15,,,,4,,,VNUE,2025
2026-04-15,,-0.1734,bmo,4,,18360000.0,TRIB,2025
2026-04-15,,,,4,,,APYP,2025
2026-04-15,,,,4,,,HRGG,2025
2026-04-15,,-0.0612,amc,4,,2040000.0,ADAP,2025
2026-04-15,0.02,,bmo,4,6110000.0,,TORO,2025
2026-04-15,-2.62,,bmo,4,6480000.0,,NYC,2025
2026-04-15,,,,3,,,GLGI,2026
2026-04-15,,,,4,,,NAMI,2025
2026-04-15,,0.0714,amc,4,,150552000.0,MDRX,2025
2026-04-15,0.59,,amc,4,0.0,,OTLC,2025
2026-04-15,,,,1,,,TRCY,2026
2026-04-15,,,,1,,,CAWW,2026
2026-04-15,,,,4,,,CETY,2025
2026-04-15,,,,1,,,BVFL,2026
2026-04-15,,-6.2901,amc,4,,0.0,GOVX,2025
2026-04-15,1.11,1.0219,bmo,1,30272000000.0,30230741704.0,BAC,2026
2026-04-15,,,,4,,,QETA,2025
2026-04-15,,,,4,,,GWAV,2025
2026-04-15,,,,4,,,ABLT,2025
2026-04-15,,,,4,,,PDIV,2025
2026-04-15,0.88,,,1,2380000.0,,LOGN,2026
2026-04-15,-0.04,,amc,4,1770000.0,,XWIN,2025
2026-04-15,,,,1,,,WCFB,2026
2026-04-15,,,,4,,,FOXO,2025
2026-04-15,,,,4,,,CRKN,2025
2026-04-15,0.84,-0.7171,amc,1,166000000.0,170491030.0,SLG,2026
2026-04-15,0.53,0.4989,bmo,1,862000000.0,877822310.0,FHN,2026
2026-04-15,,,,4,,,YOTA,2025
2026-04-15,-0.14,-0.0408,,4,19700000.0,19197420.0,COSM,2025
2026-04-15,,,,4,,,SNPW,2025
2026-04-15,,,,3,,,CBKM,2026
2026-04-15,,,,4,,,SWVL,2025
2026-04-15,,,,2,,,HRBR,2025
2026-04-15,-1.44,,amc,4,0.0,,STI,2025
2026-04-15,-0.2,,amc,4,0.0,,VS,2025
2026-04-15,,,,1,,,CBFC,2026
2026-04-15,,-0.1224,amc,4,,9863400.0,PRPH,2025
